X,Y,10/27/2021,12/14/2021,3/4/2022,3/20/2022,3/28/2022,4/13/2022,4/21/2022,1/26/2024,1/29/2024
600586.9932,3628764.933,27.2077,27.1235,26.0006,28.3377,28.3169,30.9862,31.0672,25.958,25.2304
600586.9932,3628764.744,27.1656,27.0603,26.0432,29.4138,28.3169,30.8849,30.7631,25.958,25.2089
600586.9932,3628764.555,27.1866,27.0181,26.0006,29.3932,28.3169,30.8037,30.7631,25.958,25.2304
600586.9932,3628764.366,27.2498,26.997,25.958,29.4138,28.3377,30.8037,30.1111,25.9367,25.2089
600586.9932,3628764.176,27.2287,27.0603,25.958,29.4344,28.2753,30.9457,30.0907,25.894,25.2089
600586.9932,3628763.987,27.2287,27.0392,25.9367,29.4549,28.2544,30.966,30.0089,25.9367,25.2304
600586.9932,3628763.798,27.2287,27.0181,26.0006,29.4549,28.3169,30.7428,29.9475,25.9367,25.2304
600586.9932,3628763.609,27.2287,27.1024,26.0006,29.4549,28.3793,30.7834,30.2133,25.9367,25.2089
600586.9932,3628763.419,27.2077,27.0181,25.958,29.4549,28.6078,30.7428,30.3561,26.0006,25.2519
600586.9932,3628763.23,27.2287,27.0813,26.0432,29.4344,29.0426,30.9051,30.3561,25.9153,25.2089
600586.9932,3628763.041,27.2287,26.9759,26.0006,29.4549,29.2284,30.966,30.3357,25.9367,25.2089
600586.9932,3628762.852,27.2287,27.0181,26.0006,29.4755,29.7631,30.966,30.2337,25.9367,25.2519
600586.9932,3628762.662,27.2498,26.997,26.0432,29.4755,29.8451,30.7834,30.1929,25.958,25.2519
600586.9932,3628762.473,27.2077,27.0181,26.0006,29.4138,29.5988,30.7631,30.3153,25.958,25.2304
600586.9932,3628762.284,27.2077,27.0603,25.958,29.4138,29.681,30.8037,30.4173,25.9367,25.2089
600586.9932,3628762.095,27.2077,27.0603,26.0006,29.4138,29.7426,30.9254,30.3561,25.894,25.2734
600586.9932,3628761.905,27.2287,26.9548,26.0006,29.352,29.7631,30.9457,30.5802,25.894,25.2519
600586.9932,3628761.716,27.2498,27.0603,25.958,29.3314,29.7836,30.7225,30.8849,25.9367,25.2089
600586.9932,3628761.527,27.2498,26.9548,26.0006,29.3726,29.8041,30.7021,30.7631,26.0006,25.2304
600586.9932,3628761.338,27.2077,26.9337,26.0006,29.249,29.7015,30.7021,30.8037,25.9367,25.2519
600586.9932,3628761.148,27.2287,26.9337,26.0006,29.1046,29.6399,30.9457,30.9457,26.0006,25.2089
600586.9932,3628760.959,27.2498,26.997,26.0432,28.6908,29.4344,31.2291,30.9254,25.958,25.2089
600586.9932,3628760.77,27.2287,26.9759,26.0006,28.0042,29.1871,31.693,31.1684,25.9153,25.2734
600586.9932,3628760.581,27.2287,26.997,26.0006,28.4417,29.1871,31.7332,31.2089,25.9367,25.2089
600586.9932,3628760.392,27.2498,26.7436,26.0432,29.927,29.2077,31.894,31.1077,25.9367,25.2304
600586.9932,3628760.202,27.2498,26.4259,26.0006,30.2337,29.4755,31.9943,31.0875,26.0006,25.2089
600586.9932,3628760.013,27.1866,26.4683,26.0006,30.2337,29.5166,32.1747,31.128,26.0006,25.2089
600587.1824,3628766.069,27.1866,27.3129,26.0006,30.6818,29.681,32.1146,31.047,25.9367,25.2089
600587.1824,3628765.88,27.1656,27.3129,26.0006,30.5802,29.8041,31.9141,30.9051,25.9367,25.2089
600587.1824,3628765.69,27.2077,27.2918,26.0006,30.6208,29.722,31.3099,30.6412,25.9367,25.2089
600587.1824,3628765.501,27.1656,27.2498,26.0645,30.458,29.7426,30.824,30.9254,25.9367,25.1875
600587.1824,3628765.312,27.2077,27.2708,26.0432,29.7015,29.8041,31.5319,31.3301,26.0006,25.1875
600587.1824,3628765.123,27.2077,27.1445,26.0006,29.5372,29.8861,31.4109,31.7131,25.9367,25.2089
600587.1824,3628764.933,27.1656,27.1024,26.0006,30.1724,29.9065,31.5923,31.1887,25.958,25.2304
600587.1824,3628764.744,27.1866,27.0181,25.958,30.2541,29.9065,31.4915,31.1482,25.9367,25.2089
600587.1824,3628764.555,27.1866,26.9759,26.0006,29.927,28.3169,31.3503,30.7225,25.9367,25.1875
600587.1824,3628764.366,27.2498,27.0392,26.0006,29.3108,28.3585,31.0065,30.7834,25.9367,25.1875
600587.1824,3628764.176,27.1656,27.1024,26.0006,29.3932,28.3793,30.9457,30.8037,25.9153,25.2089
600587.1824,3628763.987,27.2287,27.0603,25.9153,29.4138,28.3169,30.7834,30.0703,25.894,25.2304
600587.1824,3628763.798,27.2077,27.1024,26.0006,29.4344,28.2753,30.8037,30.0498,25.894,25.2304
600587.1824,3628763.609,27.2498,27.0603,26.0006,29.4755,28.3169,30.8849,29.968,25.9153,25.2519
600587.1824,3628763.419,27.2077,27.0603,26.0006,29.4549,28.2753,30.9254,29.9475,25.9367,25.2089
600587.1824,3628763.23,27.2287,27.0181,26.0006,29.5166,28.3377,30.8443,30.0089,25.894,25.2089
600587.1824,3628763.041,27.2077,26.9337,26.0432,29.4755,28.5248,30.7631,30.2745,25.894,25.1875
600587.1824,3628762.852,27.2287,27.0181,25.9367,29.4344,28.8151,30.8037,30.3969,25.9367,25.2089
600587.1824,3628762.662,27.1866,27.0392,25.9367,29.4344,29.0013,30.9862,30.3357,25.9367,25.2519
600587.1824,3628762.473,27.2498,27.0392,26.0645,29.4549,29.4961,30.9457,30.2133,25.9153,25.2734
600587.1824,3628762.284,27.1866,27.0392,26.0006,29.4755,29.722,30.8443,30.2133,26.0006,25.2089
600587.1824,3628762.095,27.2708,27.0603,25.958,29.5166,29.6399,30.8037,30.1929,25.9153,25.2519
600587.1824,3628761.905,27.2287,26.9759,26.0006,29.4961,29.7015,30.8037,30.2133,25.9153,25.2304
600587.1824,3628761.716,27.2077,26.9759,26.0432,29.4344,29.722,30.7834,30.1929,25.9367,25.2304
600587.1824,3628761.527,27.2287,26.9548,26.0432,29.3932,29.722,30.7834,30.3153,25.9367,25.2304
600587.1824,3628761.338,27.2077,26.9759,26.0006,29.4138,29.8861,30.7834,30.4376,25.958,25.2304
600587.1824,3628761.148,27.2077,27.0813,26.0006,29.3932,29.8861,30.8646,30.458,25.9367,25.2519
600587.1824,3628760.959,27.2498,26.9759,26.0006,29.3314,29.681,30.7631,30.6412,25.9367,25.2089
600587.1824,3628760.77,27.2077,26.9759,26.0432,29.2696,29.681,31.1077,30.8037,25.958,25.2519
600587.1824,3628760.581,27.2077,26.9759,26.0006,29.2077,29.5166,31.3503,30.7225,25.9367,25.2734
600587.1824,3628760.392,27.2498,27.0603,26.0006,28.8358,29.249,31.4915,30.8037,25.958,25.2304
600587.1824,3628760.202,27.2498,26.8492,26.0006,28.1711,29.1665,31.4714,30.9862,25.9367,25.2519
600587.1824,3628760.013,27.2498,26.8492,26.0006,29.1665,29.2284,31.7131,30.8646,25.9153,25.2089
600587.1824,3628759.824,27.2498,26.9126,26.0432,29.1665,29.4138,31.894,31.1077,25.958,25.2304
600587.1824,3628759.635,27.2287,26.5742,26.0006,29.7836,29.4961,32.0345,31.0875,26.0006,25.2089
600587.3717,3628766.258,27.1445,27.2077,25.958,30.1724,29.5783,32.0946,30.9051,25.958,25.2304
600587.3717,3628766.069,27.1866,27.3129,26.0006,30.5802,29.6399,31.9341,30.8037,25.9153,25.2519
600587.3717,3628765.88,27.2077,27.2708,26.0006,30.7834,29.681,31.5923,30.7834,25.958,25.2519
600587.3717,3628765.69,27.1866,27.2708,26.0006,30.5802,29.722,31.4714,30.7021,26.0006,25.2304
600587.3717,3628765.501,27.1656,27.2918,26.0432,31.0065,29.8041,31.9141,30.8849,25.958,25.166
600587.3717,3628765.312,27.1656,27.2708,26.0006,29.927,29.8246,32.2948,30.9862,26.0006,25.2304
