X,Y,10/27/2021,12/14/2021,3/4/2022,3/20/2022,3/28/2022,4/13/2022,4/21/2022,1/26/2024,1/29/2024
600468.0778,3628677.1202,27.1024,25.5307,27.6487,27.4599,30.1316,31.3301,31.9743,28.0460,24.1504
600468.0778,3628676.9309,27.0813,25.5307,27.7325,27.6696,30.1724,31.3705,31.9743,28.0877,24.1070
600468.0778,3628676.7417,27.1235,25.5093,27.7115,28.4209,30.1520,31.3099,31.9542,28.0460,24.1070
600468.0778,3628676.5524,27.1656,25.4878,27.8998,28.6078,30.1111,31.3099,31.8940,28.0042,24.0635
600468.0778,3628676.3632,27.2077,25.4878,28.0251,29.1046,30.0498,31.2695,31.8337,28.0251,24.0200
600468.0778,3628676.1739,27.1445,25.5093,28.1711,28.5871,30.0498,31.1684,31.8337,27.9834,24.0635
600468.0778,3628675.9846,27.1024,25.4878,28.8565,27.5858,29.9884,31.1280,31.8739,28.0251,23.9982
600468.0778,3628675.7954,27.1024,25.5521,28.7530,27.1866,30.0089,31.1280,31.8337,28.0668,23.9547
600468.0778,3628675.6061,27.2287,25.5521,28.6493,27.2498,29.9270,31.0875,31.8940,28.0460,23.9112
600468.0778,3628675.4169,27.4179,25.5949,28.6908,27.4809,29.9270,31.0875,32.0345,27.9834,23.8458
600468.2671,3628680.7162,27.1866,25.8940,27.6906,27.6277,30.3969,31.2695,32.5146,27.8998,26.1709
600468.2671,3628680.5269,27.1235,25.8727,27.6696,27.7534,30.3561,31.0875,32.5346,27.8371,26.2135
600468.2671,3628680.3376,27.0603,25.8727,27.5858,27.7115,30.3153,30.9862,32.4348,27.8998,26.1709
600468.2671,3628680.1484,27.0181,25.8727,27.4809,27.7325,30.3153,30.8240,32.3748,28.0877,26.2135
600468.2671,3628679.9591,27.0181,25.9153,27.3549,27.8580,30.2745,30.5191,32.3348,28.1294,26.1922
600468.2671,3628679.7699,26.9759,25.7659,27.2498,27.6487,30.2745,30.5395,32.2748,28.1294,26.1922
600468.2671,3628679.5806,26.9970,25.7659,27.2708,27.3339,30.2541,30.3357,32.2548,28.0251,26.1709
600468.2671,3628679.3913,27.0392,25.6804,27.2498,27.1866,30.2745,30.4173,32.2548,28.0460,26.2135
600468.2671,3628679.2021,27.1024,25.6804,27.3129,27.2077,30.2949,30.4580,32.2748,27.9207,26.2135
600468.2671,3628679.0128,27.0813,25.6804,27.2918,27.0603,30.3357,30.9862,32.2748,27.9207,26.1709
600468.2671,3628678.8236,27.0603,25.6163,27.2708,27.3549,30.3153,31.3907,32.2748,27.9416,26.0858
600468.2671,3628678.6343,27.0181,25.6804,27.2918,27.3339,30.3561,31.4310,32.1948,27.9207,26.1284
600468.2671,3628678.4450,27.0181,25.7018,27.3129,27.6487,30.3969,31.4310,32.1747,27.9207,26.0645
600468.2671,3628678.2558,26.9970,25.6377,27.3129,27.8998,30.4173,31.4109,32.1547,27.9207,24.1938
600468.2671,3628678.0665,27.0603,25.7018,27.3129,27.6068,30.3765,31.3705,32.1547,27.9834,24.2156
600468.2671,3628677.8773,27.0603,25.5307,27.3339,27.4179,30.3357,31.4109,32.0746,27.9625,24.2373
600468.2671,3628677.6880,27.0392,25.5949,27.4389,27.4179,30.3765,31.4109,32.0345,27.9625,24.2156
600468.2671,3628677.4987,27.0392,25.6163,27.5439,27.5229,30.1929,31.4310,32.0345,27.9625,24.1938
600468.2671,3628677.3095,27.0603,25.5949,27.6277,27.5858,30.1724,31.3301,32.0545,28.0042,24.1721
600468.2671,3628677.1202,27.1024,25.5307,27.6277,27.5858,30.0907,31.3301,31.9141,28.0042,24.1938
600468.2671,3628676.9309,27.0813,25.5521,27.6906,27.6068,30.1316,31.3301,31.8940,28.0877,24.1287
600468.2671,3628676.7417,27.0813,25.5093,27.6906,28.2336,30.1316,31.3099,31.8538,28.0251,24.1070
600468.2671,3628676.5524,27.1024,25.5307,27.7534,28.7530,30.0703,31.3099,31.8940,28.0251,24.0635
600468.2671,3628676.3632,27.1656,25.5093,27.7743,27.9834,30.0703,31.2291,31.7935,28.0042,24.0200
600468.2671,3628676.1739,27.1024,25.5307,27.8580,28.0042,30.0089,31.1077,31.8136,28.0042,24.0200
600468.2671,3628675.9846,27.1024,25.4878,28.2961,28.1711,30.0089,31.0267,31.7734,28.0042,23.9547
600468.2671,3628675.7954,27.1656,25.4236,28.7530,27.4809,29.9680,31.0267,31.7533,28.0460,23.9112
600468.2671,3628675.6061,27.2918,25.4664,28.6908,27.1235,29.9475,30.9862,31.8136,28.0251,23.9329
600468.2671,3628675.4169,27.3129,25.5949,28.6078,27.2918,29.8861,30.9660,31.9542,28.0251,23.8676
600468.2671,3628675.2276,27.1866,25.5521,28.6493,27.2498,29.8246,31.0267,32.0345,28.0042,23.8676
600468.2671,3628675.0383,27.2918,25.5307,28.6700,27.3759,29.7631,31.0267,32.0345,28.0251,23.8240
600468.2671,3628674.8491,27.3969,25.4878,28.6286,27.5858,29.6810,31.1887,32.0345,28.0251,23.8240
600468.4564,3628680.7162,27.1024,26.2985,27.7743,27.6277,30.3765,31.2291,32.5546,27.8580,26.1709
600468.4564,3628680.5269,27.1024,26.1922,27.7534,27.5648,30.3561,31.1482,32.5146,27.8580,26.2135
600468.4564,3628680.3376,27.0181,26.1497,27.6068,27.7115,30.3153,30.5598,32.3348,28.0668,26.1922
600468.4564,3628680.1484,27.0181,26.0006,27.5439,27.6696,30.3357,30.6208,32.3348,28.0668,26.1922
600468.4564,3628679.9591,27.0392,25.8300,27.5019,27.9416,30.2337,30.8037,32.3348,28.1919,26.1497
600468.4564,3628679.7699,26.9548,25.8300,27.3969,27.9207,30.2541,30.8646,32.2748,28.0460,26.1497
600468.4564,3628679.5806,26.9548,25.7873,27.3339,27.2918,30.2541,31.0065,32.1747,27.9416,26.1922
600468.4564,3628679.3913,26.9970,25.7446,27.3339,27.0392,30.2949,30.8037,32.2148,27.9416,26.1497
